x,y,z,x2,y2,z2
-0.12,1.17,-0.26,0.11,1.25,-0.28
-0.10,0.75,-0.12,0.14,0.77,-0.21
-0.13,0.87,-0.21,0.16,0.83,-0.23
-0.10,0.92,-0.21,0.15,0.83,-0.21
-0.54,0.83,-0.10,0.12,0.86,-0.22
-0.23,0.76,-0.14,0.53,0.97,-0.12
-0.07,0.87,-0.19,0.40,0.88,-0.11
-0.35,1.13,-0.33,0.35,1.14,-0.32
-0.42,1.06,-0.20,0.48,1.15,-0.20
-0.33,1.03,-0.22,0.34,1.01,-0.25
-0.34,1.07,-0.22,0.32,1.12,-0.25
-0.36,0.75,-0.11,0.32,0.76,-0.15
-0.36,0.79,-0.14,0.29,0.76,-0.14
-0.32,0.83,-0.18,0.30,0.83,-0.19
-0.37,0.77,-0.15,0.36,0.87,-0.25
-0.24,0.94,-0.16,0.28,1.00,-0.23
-0.16,0.89,-0.18,0.23,0.92,-0.27
-0.18,0.79,-0.22,0.16,0.79,-0.25
-0.14,0.74,-0.12,0.15,0.80,-0.21
-0.11,0.72,-0.07,0.13,0.75,-0.14
-0.11,0.73,-0.08,0.16,0.99,-0.27
-0.11,0.71,-0.07,0.16,0.96,-0.24
-0.12,1.06,-0.19,0.18,0.92,-0.23
-0.04,0.99,-0.14,0.23,0.98,-0.26
-0.58,1.17,-0.08,0.60,1.20,-0.21
-0.56,1.09,-0.04,0.55,1.12,-0.09
-0.43,1.02,-0.13,0.35,1.24,-0.27
-0.34,1.06,-0.15,0.41,0.77,-0.16
-0.45,0.95,-0.30,0.33,0.79,-0.14
-0.28,0.65,0.12,0.28,0.81,-0.11
-0.31,0.74,-0.06,0.22,0.78,-0.13
-0.34,1.13,-0.24,0.29,1.23,-0.32
-0.27,0.66,0.01,0.26,0.68,-0.04
-0.31,0.68,0.03,0.32,0.72,-0.06
-0.31,0.69,0.05,0.26,0.69,-0.01
-0.21,0.77,-0.30,0.24,0.80,-0.35
-0.12,1.54,-0.29,0.13,1.58,-0.31
-0.13,1.53,-0.26,0.10,1.56,-0.28
-0.18,0.75,-0.31,0.18,0.73,-0.31
-0.28,0.77,0.48,0.34,0.81,0.51
-0.31,0.65,0.13,0.31,0.64,0.16
-0.13,1.51,-0.36,0.15,1.57,-0.35
-0.08,1.27,-0.40,-0.07,1.38,-0.32
-0.80,1.17,0.18,0.78,1.17,0.17
-0.70,1.07,0.04,0.71,1.09,0.04
-0.23,1.04,-0.21,0.45,0.97,-0.24
-0.66,1.67,0.13,0.44,0.92,-0.21
-0.68,1.31,-0.06,0.19,0.85,-0.21
-0.48,1.04,-0.18,0.65,1.67,-0.19
-0.37,1.02,-0.22,0.54,1.69,-0.04
-0.29,1.06,-0.27,0.45,1.43,-0.30
0.11,1.07,-0.31,-0.29,1.24,-0.20
0.09,1.09,-0.31,-0.26,1.28,-0.21
-0.77,1.19,0.27,0.74,1.18,0.33
-0.67,1.12,-0.02,0.68,1.12,-0.02
-0.23,1.17,-0.33,0.20,1.29,-0.37
-0.17,0.84,-0.30,0.18,0.80,-0.34
-0.21,0.69,-0.03,0.23,0.70,-0.08
-0.31,0.68,0.19,0.33,0.68,0.20
-0.13,1.01,-0.44,0.12,1.08,-0.48
-0.11,1.58,-0.26,0.09,1.65,-0.23
-0.14,1.09,-0.42,0.12,1.12,-0.48
-0.33,0.69,0.24,0.33,0.67,0.16
-0.28,0.90,-0.33,0.18,0.92,-0.36
-0.60,1.83,0.18,0.55,1.85,0.17
-0.42,1.84,0.11,0.41,1.83,0.08
-0.35,1.58,-0.23,0.24,1.47,-0.41
-0.22,1.12,-0.31,0.23,0.65,0.04
-0.18,1.17,-0.33,0.26,0.70,-0.04
-0.18,1.28,-0.33,0.23,0.73,-0.12
-0.19,1.25,-0.33,0.26,0.73,-0.10
-0.22,0.67,-0.04,0.28,0.74,-0.09
-0.29,0.69,0.05,0.27,0.73,-0.11
-0.41,0.89,-0.21,0.47,1.00,-0.29
-0.17,0.89,-0.31,0.14,1.11,-0.42
0.06,1.07,-0.30,-0.24,1.24,-0.19
-0.81,1.25,0.07,0.78,1.24,0.09
-0.70,1.10,-0.01,0.67,1.04,-0.02
-0.41,1.20,-0.30,0.27,1.24,-0.37
-0.21,1.46,-0.27,0.21,1.55,-0.25
-0.25,0.69,-0.15,0.24,0.68,-0.12
-0.32,0.73,0.31,0.29,0.75,0.35
-0.30,0.80,-0.14,0.27,0.84,-0.22
-0.24,0.72,-0.10,0.22,0.71,-0.08
-0.14,1.31,-0.52,0.15,1.39,-0.52
-0.11,1.57,-0.14,0.15,1.59,-0.18
-0.22,1.29,-0.44,0.23,1.43,-0.41
-0.26,0.90,-0.31,0.26,0.97,-0.39
-0.17,0.72,-0.05,0.11,0.72,-0.06
-0.54,1.36,-0.43,0.43,1.49,-0.53
-0.53,1.83,0.07,0.40,1.87,0.11
-0.36,1.72,-0.18,0.28,1.81,-0.15
-0.23,1.09,-0.36,0.18,1.01,-0.44
-0.24,0.77,0.37,0.28,0.76,0.35
-0.42,0.74,0.00,0.37,0.75,-0.05
-0.29,1.56,-0.40,0.23,1.68,-0.41
-0.20,0.95,-0.43,0.17,1.04,-0.52
-0.30,0.82,0.45,0.31,0.80,0.41
-0.36,0.70,0.04,0.35,0.71,-0.05
-0.49,1.46,-0.40,0.43,1.53,-0.46
-0.29,1.57,-0.32,0.24,1.67,-0.26
-0.29,0.70,-0.00,0.25,0.66,0.02
-0.27,0.70,0.19,0.32,0.71,0.25
-0.25,0.82,-0.14,0.20,0.93,-0.23
-0.26,0.70,0.06,0.27,0.73,-0.03
-0.26,0.70,0.04,0.32,0.71,0.04
-0.20,0.82,-0.15,0.25,0.80,-0.14
-0.13,0.86,-0.16,0.20,1.03,-0.27
-0.13,0.84,-0.14,0.20,1.17,-0.28
-0.10,0.84,-0.14,0.12,1.12,-0.26
-0.10,0.83,-0.11,0.08,1.04,-0.23
-0.10,0.84,-0.12,0.17,1.13,-0.29
-0.11,0.84,-0.12,0.27,1.15,-0.29
-0.10,0.83,-0.12,0.20,1.13,-0.28
-0.10,0.83,-0.11,0.25,1.15,-0.29
