x,y,z,x2,y2,z2
0.10,1.09,-0.38,-0.19,1.04,-0.38
0.10,1.09,-0.39,-0.23,1.08,-0.40
0.53,1.62,-0.36,-0.66,1.67,-0.32
0.30,1.36,-0.41,-0.48,1.30,-0.39
0.10,1.12,-0.39,-0.22,1.06,-0.39
0.05,1.05,-0.35,-0.13,1.01,-0.35
0.08,1.25,-0.37,-0.16,1.20,-0.41
0.10,0.97,-0.31,-0.20,0.89,-0.30
0.08,1.09,-0.34,-0.16,1.00,-0.33
0.15,1.16,-0.37,-0.15,1.05,-0.35
0.29,1.06,-0.43,-0.23,1.11,-0.37
0.19,1.12,-0.36,-0.24,1.08,-0.35
0.07,1.07,-0.35,-0.26,1.23,-0.36
0.09,1.12,-0.37,-0.41,0.94,-0.35
0.05,1.13,-0.36,-0.28,1.15,-0.37
0.04,1.09,-0.35,-0.17,1.03,-0.34
0.08,1.21,-0.37,-0.17,1.21,-0.38
0.08,1.00,-0.42,-0.23,0.92,-0.45
0.07,1.09,-0.37,-0.19,1.05,-0.34
0.07,1.17,-0.37,-0.24,1.10,-0.41
0.05,1.39,-0.31,-0.23,1.39,-0.32
0.08,1.18,-0.38,-0.23,1.12,-0.37
0.05,1.11,-0.38,-0.16,1.04,-0.35
0.24,1.23,-0.49,-0.15,1.06,-0.35
0.37,1.23,-0.42,-0.18,1.07,-0.35
0.08,1.10,-0.39,-0.17,1.04,-0.36
0.06,1.10,-0.38,-0.18,1.02,-0.36
0.06,1.09,-0.37,-0.19,1.04,-0.37
0.09,1.10,-0.38,-0.56,1.31,-0.43
0.08,1.12,-0.38,-0.50,1.19,-0.37
0.02,1.09,-0.37,-0.23,1.03,-0.37
0.10,1.06,-0.40,-0.17,1.00,-0.34
0.39,1.03,-0.41,-0.19,1.03,-0.35
0.28,1.02,-0.35,-0.20,1.03,-0.35
0.08,1.08,-0.37,-0.20,1.02,-0.35
0.07,1.09,-0.36,-0.25,1.24,-0.38
0.08,1.10,-0.37,-0.49,0.92,-0.32
0.03,1.11,-0.38,-0.24,1.01,-0.35
0.06,1.01,-0.39,-0.22,1.06,-0.34
0.05,1.09,-0.38,-0.22,1.12,-0.36
0.06,1.12,-0.37,-0.18,1.18,-0.39
0.07,1.15,-0.37,-0.25,1.04,-0.40
0.04,1.11,-0.38,-0.19,1.07,-0.38
0.05,1.21,-0.38,-0.16,1.18,-0.37
0.05,1.03,-0.40,-0.21,0.93,-0.39
0.04,1.13,-0.38,-0.18,1.08,-0.37
0.03,1.11,-0.38,-0.19,1.08,-0.37
0.05,1.12,-0.38,-0.21,1.07,-0.37
0.06,1.11,-0.38,-0.21,1.10,-0.37
0.08,1.09,-0.39,-0.21,1.07,-0.38
0.55,1.59,-0.36,-0.65,1.60,-0.36
0.37,1.43,-0.37,-0.52,1.36,-0.36
0.12,1.15,-0.39,-0.23,1.11,-0.39
0.06,1.11,-0.37,-0.16,1.05,-0.37
0.06,1.10,-0.37,-0.15,1.05,-0.36
0.05,1.11,-0.37,-0.15,1.06,-0.36
0.04,1.10,-0.36,-0.16,1.07,-0.35
0.06,1.10,-0.36,-0.18,1.07,-0.36
0.05,1.10,-0.38,-0.17,1.09,-0.38
0.60,1.25,-0.34,-0.74,1.25,-0.39
0.36,1.16,-0.37,-0.49,1.08,-0.37
0.10,1.07,-0.38,-0.30,0.95,-0.37
0.16,1.16,-0.38,-0.50,1.49,-0.38
0.13,1.11,-0.38,-0.38,1.12,-0.42
0.35,1.29,-0.42,-0.26,1.01,-0.37
0.40,1.28,-0.35,-0.27,1.02,-0.38
0.21,1.08,-0.36,-0.17,0.98,-0.37
0.10,1.33,-0.35,-0.16,1.27,-0.39
0.03,1.12,-0.41,-0.23,1.11,-0.39
0.39,1.25,-0.35,-0.56,1.17,-0.35
0.18,1.18,-0.39,-0.27,1.12,-0.40
0.07,1.04,-0.37,-0.16,0.99,-0.35
0.08,1.04,-0.37,-0.13,0.99,-0.35
0.10,1.07,-0.38,-0.09,1.02,-0.36
0.11,1.02,-0.42,-0.24,0.98,-0.44
0.21,1.25,-0.44,-0.31,1.23,-0.44
0.32,1.28,-0.34,-0.46,1.19,-0.38
0.13,1.31,-0.36,-0.20,1.28,-0.40
0.10,0.96,-0.35,-0.20,0.86,-0.31
0.04,1.02,-0.37,-0.17,0.97,-0.35
0.13,1.03,-0.38,-0.24,1.06,-0.43
0.11,1.08,-0.42,-0.54,0.99,-0.37
0.43,1.04,-0.40,-0.27,0.97,-0.37
0.13,1.08,-0.42,-0.20,1.04,-0.39
0.19,1.22,-0.42,-0.35,1.14,-0.42
0.29,1.19,-0.40,-0.30,1.13,-0.40
0.31,1.19,-0.39,-0.31,1.17,-0.40
0.19,1.15,-0.47,-0.37,1.00,-0.48
0.24,0.92,-0.34,-0.38,0.84,-0.26
0.15,1.10,-0.41,-0.28,0.99,-0.37
0.16,0.97,-0.38,-0.26,0.92,-0.38
0.21,1.41,-0.41,-0.42,1.34,-0.45
0.24,1.29,-0.38,-0.39,1.19,-0.39
0.14,1.33,-0.38,-0.24,1.29,-0.38
0.10,0.97,-0.42,-0.23,0.92,-0.40
0.06,1.15,-0.42,-0.20,1.16,-0.41
0.11,1.14,-0.44,-0.29,1.08,-0.49
0.10,1.15,-0.42,-0.24,1.03,-0.42
0.12,1.13,-0.40,-0.18,1.13,-0.40
0.14,1.19,-0.39,-0.27,1.39,-0.38
0.14,1.24,-0.39,-0.27,1.18,-0.39
0.50,1.32,-0.37,-0.69,1.24,-0.32
0.23,1.30,-0.44,-0.36,1.18,-0.45
0.21,1.40,-0.41,-0.23,1.18,-0.43
0.27,1.02,-0.44,-0.29,1.26,-0.41
0.17,0.90,-0.32,-0.39,1.03,-0.36
0.14,1.05,-0.39,-0.33,0.84,-0.35
0.10,1.10,-0.42,-0.23,1.03,-0.43
0.10,1.28,-0.39,-0.18,1.24,-0.42
0.10,1.00,-0.40,-0.21,0.95,-0.39
0.07,1.08,-0.42,-0.17,1.09,-0.42
0.07,1.05,-0.41,-0.16,0.98,-0.40
0.10,1.27,-0.46,-0.24,1.26,-0.48
0.11,1.45,-0.31,-0.24,1.41,-0.38
0.11,1.41,-0.34,-0.19,1.38,-0.36
0.10,0.88,-0.38,-0.23,0.78,-0.34
0.08,0.96,-0.37,-0.17,0.92,-0.36
0.10,1.00,-0.44,-0.18,0.97,-0.45
0.10,1.50,-0.31,-0.27,1.49,-0.36
0.11,1.15,-0.46,-0.23,1.16,-0.46
0.55,1.32,-0.24,-0.71,1.29,-0.24
0.18,1.13,-0.42,-0.32,1.05,-0.44
0.26,1.11,-0.41,-0.46,1.46,-0.50
0.27,1.15,-0.40,-0.63,1.49,-0.34
0.17,1.23,-0.44,-0.30,0.99,-0.40
0.45,1.43,-0.39,-0.29,0.99,-0.40
0.17,1.17,-0.42,-0.18,0.96,-0.38
0.09,1.10,-0.40,-0.17,1.00,-0.38
0.07,1.07,-0.39,-0.17,1.01,-0.39
0.21,1.20,-0.48,-0.37,1.20,-0.47
0.50,1.20,-0.36,-0.71,1.16,-0.30
0.10,1.15,-0.42,-0.23,1.06,-0.40
0.08,1.30,-0.42,-0.19,1.29,-0.43
0.09,0.95,-0.43,-0.23,0.84,-0.40
0.06,0.91,-0.34,-0.18,0.84,-0.32
0.08,0.91,-0.35,-0.18,0.86,-0.35
0.12,1.33,-0.47,-0.20,1.29,-0.50
0.12,1.45,-0.32,-0.23,1.43,-0.39
0.14,0.93,-0.48,-0.24,0.87,-0.50
0.09,0.84,-0.32,-0.19,0.76,-0.28
0.18,1.31,-0.52,-0.24,1.28,-0.49
0.40,1.53,-0.43,-0.53,1.50,-0.42
0.16,1.25,-0.45,-0.25,1.16,-0.46
0.14,1.24,-0.47,-0.18,1.16,-0.41
0.10,0.95,-0.42,-0.19,1.14,-0.40
0.06,1.02,-0.41,-0.16,1.08,-0.40
0.08,1.04,-0.39,-0.14,1.01,-0.38
0.09,1.11,-0.40,-0.21,1.15,-0.46
0.09,1.10,-0.39,-0.20,0.85,-0.35
0.08,1.07,-0.38,-0.15,0.95,-0.36
0.07,1.06,-0.38,-0.15,1.04,-0.38
0.07,1.07,-0.39,-0.17,1.06,-0.39
0.07,1.10,-0.43,-0.19,1.12,-0.42
0.43,1.28,-0.46,-0.58,1.25,-0.41
0.14,1.15,-0.44,-0.27,1.06,-0.42
0.06,1.07,-0.40,-0.17,1.01,-0.39
0.09,1.30,-0.39,-0.19,1.26,-0.40
0.09,0.94,-0.39,-0.21,0.88,-0.38
0.06,1.01,-0.38,-0.17,0.95,-0.35
0.03,1.01,-0.38,-0.15,0.96,-0.37
0.06,0.92,-0.36,-0.14,0.88,-0.34
0.08,1.23,-0.46,-0.25,1.25,-0.46
0.08,1.32,-0.38,-0.24,1.30,-0.40
0.07,1.08,-0.42,-0.20,1.07,-0.41
0.05,1.04,-0.39,-0.18,1.01,-0.39
0.06,1.00,-0.38,-0.18,0.95,-0.38
0.46,1.54,-0.40,-0.58,1.53,-0.39
0.38,1.45,-0.37,-0.52,1.36,-0.38
0.11,1.23,-0.42,-0.26,1.16,-0.42
0.08,0.93,-0.41,-0.19,0.89,-0.42
0.02,1.04,-0.40,-0.16,1.00,-0.39
0.23,0.97,-0.46,-0.37,0.91,-0.41
0.24,1.37,-0.37,-0.44,1.34,-0.37
0.12,0.93,-0.41,-0.22,0.91,-0.43
0.09,1.06,-0.41,-0.16,0.99,-0.40
0.06,1.03,-0.41,-0.11,0.98,-0.39
0.07,1.17,-0.41,-0.14,1.12,-0.41
0.09,1.40,-0.34,-0.20,1.36,-0.41
0.08,0.92,-0.40,-0.19,0.84,-0.37
0.02,1.00,-0.39,-0.18,0.88,-0.36
0.08,0.91,-0.34,-0.26,0.83,-0.32
0.17,0.94,-0.33,-0.25,0.85,-0.31
0.14,1.04,-0.35,-0.20,0.91,-0.33
0.11,1.05,-0.34,-0.16,0.99,-0.34
0.11,1.07,-0.33,-0.16,1.04,-0.33
0.12,1.07,-0.32,-0.14,1.04,-0.32
0.14,1.05,-0.31,-0.14,1.04,-0.30
